0;1;2;3;4;5
Brasil e covid-19: uma bomba-relógio;Fausto De Sanctis. FOTO: DIVULGAÇÃO Com a covid-19, observou-se o incremento de demandas;3;6;2020;https://politica.estadao.com.br/blogs/fausto-macedo/brasil-e-covid-19-uma-bomba-relogio/
Mulheres no mercado de trabalho: a culpa não é nossa;Pâmela Rosa. FOTO: DIVULGAÇÃO Comecei na publicidade cedo, antes de completar 17 anos, e talvez a ingenuidade da idade não tenha me feito perceber o quanto o machismo que existia na sociedade também estava presente na carreira. Ser mulher ainda não é fácil. Por inúmeros fatores que posso dissertar. Mas, para mim, sempre foi um;10;3;2020;https://politica.estadao.com.br/blogs/fausto-macedo/mulheres-no-mercado-de-trabalho-a-culpa-nao-e-nossa/
Infectologista engana ao comparar imunidade gerada por sarampo, febre amarela e hepatite B com a gerada por covid-19;Esta checagem foi produzida por jornalistas da coalizão do Comprova. Leia mais sobre nossa parceria aqui. Conteúdo verificado: Tuíte;22;10;2021;https://politica.estadao.com.br/blogs/estadao-verifica/vacina-covid-19-sarampo-febre-amarela-hepatite/
Dicas e cuidados para que você não tenha seu WhatsApp clonado;Laura Tyrell. FOTO: DIVULGAÇÃO A tecnologia traz diversas facilidades e comodidades, mas é preciso ficar atento aos riscos. Um golpe que tem sido muito comum é a clonagem de aplicativos de mensagens como o WhatsApp. Conseguir os números de telefones das vítimas não é difícil. Em geral, somos nós mesmos que;10;9;2021;https://politica.estadao.com.br/blogs/fausto-macedo/dicas-e-cuidados-para-que-voce-nao-tenha-seu-whatsapp-clonado/
O empreendedor e a raposa-do-ártico;Alberto Hamoui. FOTO: DIVULGAÇÃO A raposa é um mamífero que vive, normalmente, em locais de climas temperados. Porém, existe uma raposa;10;5;2020;https://politica.estadao.com.br/blogs/fausto-macedo/o-empreendedor-e-a-raposa-do-artico/
Aniversário na quarentena com festa virtual para as crianças;Nathalia Molina, especial para o Estado Duas coisas você tem certeza de encontrar quando vai a uma festa de criança no Brasil: docinho e barulho. Para garantir;2;4;2020;https://cultura.estadao.com.br/blogs/divirta-se/aniversario-na-quarentena-com-festa-virtual-para-as-criancas/
Governo de SP arrecada R$ 60 milhões para fábrica do Butantan que produzirá vacina contra covid-19;DIMAS COVAS – FOTO: INSTITUTO;27;7;2020;https://cultura.estadao.com.br/blogs/direto-da-fonte/governo-de-sp-arrecada-r-60-milhoes-para-fabrica-do-butantan-que-produzira-vacina-contra-covid-19/
O mundo se negligenciou com a covid-19;Carmino Antonio de Souza. FOTO: DIVULGAÇÃO O mundo deve se preparar para enfrentar novas epidemias sazonais. Logo virão outras, algumas provavelmente desconhecidas. É o resultado da opção que o ser humano moderno fez, adotando hábitos e costumes;2;3;2021;https://politica.estadao.com.br/blogs/fausto-macedo/o-mundo-se-negligenciou-com-a-covid-19/
Pandemia da covid-19 trouxe alerta a obesos;MAURICIO HIRATA – IKE LEVI Mauricio Hirata já está experimentando o tal “novo;31;5;2020;https://cultura.estadao.com.br/blogs/direto-da-fonte/pandemia-da-covid-19-trouxe-alerta-a-obesos/
Veja quais foram os vereadores eleitos e os mais votados no Rio;SAIBA MAIS Os cariocas foram às urnas neste domingo, 15, para votar em seus representantes no município para os próximos quatro anos.;16;11;2020;https://politica.estadao.com.br/noticias/eleicoes,veja-quais-vereadores-eleitos-rio-de-janeiro-rj,70003516726
Efeitos e desafios para startups com a covid-19;Daniel Ibri. FOTO: DIVULGAÇÃO Com a crise socioeconômica causada pela covid-19 forçando a criatividade nos negócios, surge a necessidade de que as startups estejam também preparadas para revisar seus planejamentos para atender as expectativas impostas pelo mercado, a fim de manter sua estabilidade ou até garantir algum crescimento. Todos sabemos que as startups;18;4;2020;https://politica.estadao.com.br/blogs/fausto-macedo/efeitos-e-desafios-para-startups-com-a-covid-19/
Como a Coreia do Sul está controlando o coronavírus ;SAIBA MAIS SEUL - Não importa como você veja os números, um país se destaca do restante na atual pandemia;24;3;2020;https://internacional.estadao.com.br/noticias/geral,como-a-coreia-do-sul-esta-controlando-o-coronavirus,70003245814
O time era ruim, mas gritaria de torcedor não resolve;Quem já foi a um jogo de futebol sabe que partes da torcida, quando a situação não está boa, reclamam;24;3;2020;https://politica.estadao.com.br/blogs/legis-ativo/o-time-era-ruim-mas-gritaria-de-torcedor-nao-resolve/
Terceiro Setor: como enfrentar o pós-crise?;Raquel Grazzioli. FOTO: DIVULGAÇÃO No final de 2020, escrevemos uma retrospectiva do ano para o Terceiro Setor. Foram destaques as dificuldades impostas às Organizações da Sociedade Civil (OSCs) pela pandemia de Covid-19, que aumentou;9;12;2021;https://politica.estadao.com.br/blogs/fausto-macedo/terceiro-setor-como-enfrentar-o-pos-crise/
Alternativas para a empresa lidar com os colaboradores neste momento;Karen Viero e Vanessa Affonso. FOTOS: DIVULGAÇÃO Em nosso entender,;23;3;2020;https://politica.estadao.com.br/blogs/fausto-macedo/alternativas-para-a-empresa-lidar-com-os-colaboradores-neste-momento/
O Brasil e o protagonismo na vacinação da América do Sul;Fábio Leite Gastal. FOTO: DIVULGAÇÃO O papel da pessoa vacinada é uma das questões mais críticas da pandemia, que ainda não foi completamente entendida pela população. Após ser imunizado, o indivíduo dificilmente vai desenvolver a forma grave da covid-19.;9;10;2021;https://politica.estadao.com.br/blogs/fausto-macedo/o-brasil-e-o-protagonismo-na-vacinacao-da-america-do-sul/
“Muitas empresas estão deixando a China”, afirma Todd Chapman, embaixador dos EUA no Brasil;TODD CHAPMAN – FOTO: ARQUIVO PESSOAL Todd Chapman segue a linha do chamado ‘novo normal’ que assola o mundo. Indagado, o embaixador americano no Brasil não usa de subterfúgios para dizer que a China é desleal e pouco transparente – coisa que muitos desconfiam mas a diplomacia internacional não explicita. E, por causa disso, atesta que muitas empresas do mundo estão deixando a China. Na mão contrária, “há muitos investidores querendo entrar no Brasil”. Os EUA já declararam que não participarão do financiamento da criação do 5G no Brasil caso o governo Bolsonaro opte por trabalhar com a Huawei. “A Huawei é uma mangueira com muitos furos, vaza informações para a China. A tecnologia é excelente, mas, em países autoritários, a tecnologia é sempre usada para reprimir, não para libertar. E esse princípio, da liberdade, precisa ser defendido”, explica. Trump – além do vai e vem na relação com a potência ocidental – tem levantando suspeitas de que o coronavírus teria sido fabricado na China, desconfiança dividida com vários outros países. “É algo que está sendo analisado. E por quê? Porque os chineses não estão sendo transparentes, esse é um tema central. Já tivemos vários problemas de saúde pública, como;22;6;2020;https://cultura.estadao.com.br/blogs/direto-da-fonte/muitas-empresas-estao-deixando-a-china-afirma-todd-chapman-embaixador-dos-eua-no-brasil/
Em Cingapura, não vacinados contra covid vão pagar gastos de saúde;SAIBA MAIS Cingapura deixará de pagar despesas médicas dos pacientes com covid-19 que tiverem se negado a se vacinar, anunciaram nesta terça-feira,9,;9;11;2021;https://internacional.estadao.com.br/noticias/geral,em-cingapura-nao-vacinados-vao-pagar-gastos-de-saude,70003893673
Tem alguém diferente entrando aqui em casa;Elisa Leão. FOTO: DIVULGAÇÃO Eu que respeitava muito a individualidade de todos;6;5;2020;https://politica.estadao.com.br/blogs/fausto-macedo/tem-alguem-diferente-entrando-aqui-em-casa/
Início de ano letivo: desafio para alunos e professores;Autoria: Samanta I. S. Perdigão Vou conhecer uma nova professora na escola nova… Como serão meus alunos neste ano? Qual é a melhor forma de acolhê-los para que se sintam seguros e confiem em mim? Como professora, quero mostrar que sou uma pessoa como eles, com histórias como as deles, que também;17;3;2020;https://educacao.estadao.com.br/blogs/blog-dos-colegios-santa-maria/inicio-de-ano-letivo-desafio-para-alunos-e-professores/
Casas e apartamentos amplos são mais buscados no isolamento social;Especial para o Estado Ao completar três meses de quarentena decretada;28;6;2020;https://economia.estadao.com.br/blogs/radar-imobiliario/casas-e-apartamentos-amplos-sao-mais-buscados-no-isolamento-social/
Dia da Mulher: a São Paulo que é só delas;Por que não escolher bares com mulheres bartenders? Aumentar o número de autoras na sua estante?;6;3;2020;https://cultura.estadao.com.br/blogs/divirta-se/dia-da-mulher-a-sao-paulo-que-e-so-delas/
A Educação de castigo;João Ibaixe Jr.. FOTO: DIVULGAÇÃO O tema educação nos chama a;7;8;2020;https://politica.estadao.com.br/blogs/fausto-macedo/a-educacao-de-castigo/
Uma semana para não esquecer;Vão se encerrando hoje os dias úteis de uma semana que o mundo não vai esquecer. A chegada do pânico com o COVID-19 nos maiores países da Europa ocidental e, principalmente, nos Estados Unidos, representou um choque de altíssima voltagem nos mercados do mundo inteiro. A disseminação do novo vírus pelo mundo é inevitável, mas a forma como cada país lida com esta crise de saúde pública é bastante variável. A China, onde tudo começou, não teria como não ser pega de surpresa. Mas houve algum negacionismo das autoridades;13;3;2020;https://economia.estadao.com.br/blogs/fernando-dantas/uma-semana-para-nao-esquecer/
Doações de vacinas contra covid-19 ainda não decolaram;SAIBA MAIS Houve um tempo em que alguns pensavam que os países pobres poderiam escapar;18;5;2021;https://internacional.estadao.com.br/noticias/geral,doacoes-de-vacinas-contra-covid-19-ainda-nao-decolaram,70003718164
Vídeo de aglomeração em Genebra é real, mas não prova que pandemia é farsa;Esta checagem foi produzida pela coalizão do Comprova. Leia mais aqui. É enganoso o vídeo publicado em 4 de junho pelo canal “Seu Mizuca”, no Youtube, que traz imagens sobre a situação em Genebra, na Suíça, e aponta que a pandemia de coronavírus “é uma farsa”. Antes de exibir uma gravação – narrada em espanhol e que mostra pessoas interagindo na cidade suíça sem máscaras e sem levar em conta o distanciamento social – o responsável pelo canal afirma;11;6;2020;https://politica.estadao.com.br/blogs/estadao-verifica/video-de-aglomeracao-em-genebra-e-real-mas-nao-prova-que-pandemia-e-farsa/
Dólar para cima, juro para baixo;O dólar não para de subir, mas os juros já recuaram muito em relação ao momento de maior pânico, quando ficou claro que a Covid-19 chegara com tudo nos países ocidentais e no Brasil. No mercado futuro de juros, os DIs mais curtos estão despencando com a interpretação de boa parte do mercado de que o Banco Central vai cortar mais intensamente a taxa Selic nas próximas reuniões. Mas mesmo em prazos mais longos,;23;4;2020;https://economia.estadao.com.br/blogs/fernando-dantas/dolar-para-cima-juro-para-baixo/
Facebook, Google, Apple e Amazon na berlinda;Você acha que o Facebook, o Google, a Apple e até a Amazon manipulam você? Nós nos acostumamos tanto a usar os produtos dessas companhias,;3;8;2020;https://brasil.estadao.com.br/blogs/macaco-eletrico/facebook-google-apple-e-amazon-na-berlinda/
"AO VIVO: como operava o esquema bilionário das farmacêuticas; assista";LEIA TAMBÉM Promotoria em SP mira;1;10;2020;https://politica.estadao.com.br/blogs/fausto-macedo/ao-vivo-como-operava-o-esquema-bilionario-das-farmaceuticas-assista/
Separados, mas perto do mundo dos refugiados;Autoria – Vera Dittert Jardim Moreno Este está sendo um ano diferente, atípico. Tempos difíceis. Tivemos que nos reinventar diante;27;7;2020;https://educacao.estadao.com.br/blogs/blog-dos-colegios-santa-maria/separados-mas-perto-do-mundo-dos-refugiados/
“Quanto mais batem, mais eu cresço”, afirma Pabllo Vittar;PABLO VITTAR – ERNNA COST Desde 2015, quando lançou seu primeiro clipe de sucesso, Pabllo Vittar não passava tanto tempo em casa.;10;8;2020;https://cultura.estadao.com.br/blogs/direto-da-fonte/quanto-mais-batem-mais-eu-cresco-afirma-pabllo-vittar/
Aceleradora de fintechs Rede Celer firma parceria com Banco Maré;A Rede Celer, aceleradora de fintechs de pagamento, acaba de fechar parceria com o Banco Maré, que expandirá sua oferta de transações com cartões de crédito e criptomoedas. O Banco Maré é voltado ao público que não tem conta em banco e oferece uma plataforma de operações financeiras simples voltada;1;1;2020;https://economia.estadao.com.br/blogs/coluna-do-broad/aceleradora-de-fintechs-rede-celer-firma-parceria-com-banco-mare/
Witzel é diagnosticado com novo coronavírus;SAIBA MAIS RIO – O governador do Rio, Wilson Witzel, foi diagnosticado com o novo coronavírus. O anúncio foi feito por ele na tarde desta terça-feira, 14, pelas redes sociais. “Desde sexta-feira não venho me sentindo bem e pedi para que fosse feito o teste do Covid, e hoje veio o resultado positivo”, disse. LEIA TAMBÉM Helder Barbalho, governador do Pará, está com coronavírus Witzel sentiu febre, dor de garganta e perda de olfato. No comunicado, afirmou que continuará trabalhando no Palácio Guanabara, sede e residência oficial do governador, “mantendo as;14;4;2020;https://politica.estadao.com.br/noticias/geral,witzel-testa-positivo-para-o-coronavirus,70003270784
Rita Lee entrevista Roberto de Carvalho e Roberto de Carvalho entrevista Rita Lee;Ela, Rita, fará 73 anos no próximo dia 31 de dezembro. Ele, Roberto, fez 68 em 16 de novembro. Juntos, se tornaram um dos únicos;28;12;2020;https://cultura.estadao.com.br/noticias/musica,rita-lee-entrevista-roberto-de-carvalho-e-vice-versa,70003557272
Cinco dicas para potencializar uma Black Friday mais virtual do que nunca;Alejandro Vázquez. FOTO: DIVULGAÇÃO;25;11;2020;https://politica.estadao.com.br/blogs/fausto-macedo/cinco-dicas-para-potencializar-uma-black-friday-mais-virtual-do-que-nunca/
Novo conceito de família e o caso Rose Miriam;Rose Miriam e Gugu em 2001. FOTO: DIVULGAÇÃO Em 1881, o Dicionário da Língua Portugueza, nessa época ainda escrito com z, conceituava família como “o conjunto de todas as pessoas,;9;2;2020;https://politica.estadao.com.br/blogs/fausto-macedo/novo-conceito-de-familia-e-o-caso-rose-miriam/
Rescisão de contrato em tempos de isolamento social;Érica Veríssimo Martins. FOTO: DIVULGAÇÃO A covid-19 chegou ao Brasil trazendo impactos no sistema de saúde público e privado, revolucionando o estilo de vida de milhões de brasileiros;15;5;2020;https://politica.estadao.com.br/blogs/fausto-macedo/rescisao-de-contrato-em-tempos-de-isolamento-social/
Alerta: machismo mata mais mulheres do que coronavírus;Emanuela Carvalho. FOTO: MARCELO ROSAS Uma família de vírus que causa infecção respiratória está deixando o mundo em estado de pânico. Sabe-se que os coronavírus são conhecidos desde 1960, e são comuns, causando de infecções leves a moderadas, com os mesmos sintomas de um resfriado, porém alguns podem causar;9;2;2020;https://politica.estadao.com.br/blogs/fausto-macedo/alerta-machismo-mata-mais-mulheres-do-que-coronavirus/
Prefeitura de Belo Horizonte vai obrigar uso de máscaras para proteção contra o coronavírus;SAIBA MAIS BELO HORIZONTE - A Prefeitura de Belo Horizonte vai obrigar moradores a usar máscaras para proteção contra o novo coronavírus. A determinação e sua regulamentação vão constar em decreto a ser publicado na próxima sexta-feira, 17. O prefeito;14;4;2020;https://saude.estadao.com.br/noticias/geral,prefeitura-de-belo-horizonte-vai-obrigar-uso-de-mascaras-para-protecao-contra-o-coronavirus,70003271008
"Aliança ‘BolsoSkaf’ tem Doria como alvo; tucanos prometem contra-ataque";Bolsonaro e Skaf em São Paulo. FOTO: MIGUEL SCHINCARIOL/AFP A despeito;4;2;2020;https://politica.estadao.com.br/blogs/coluna-do-estadao/alianca-bolsoskaf-tem-doria-como-alvo-tucanos-prometem-contra-ataque/
Coronavírus: uma epidemia na era da visão sistêmica;Texto por Livia Zillo, Ph.D. Invisível a olho nú, o novo coronavírus (2019-nCoV) ou informalmente conhecido como coronavírus de Wuhan, já infectou mais de 20 mil pessoas na China, onde causou 426 mortes e uma morte nas Filipinas. Mundialmente, outros 24 países já confirmaram casos da doença, elevando para 146 os casos fora da China. No Brasil foi decretado “estado de emergência de saúde pública nacional” e seguimos;4;2;2020;https://economia.estadao.com.br/blogs/lentes-de-decisao/coronavirus-uma-epidemia-na-era-da-visao-sistemica/
Comércio eletrônico brasileiro tem R$ 3,6 mil em tentativas de fraudes por minuto;O comércio eletrônico brasileiro registra, por minuto, mais de R$ 3,6 mil em tentativas de fraude. O prejuízo no ano passado causado por fraudes foi de R$ 1,9 bilhão, aumento de 36% na relação anual, segundo dados da;13;2;2020;https://economia.estadao.com.br/blogs/coluna-do-broad/comercio-eletronico-brasileiro-tem-r-36-mil-em-tentativas-de-fraudes-por-minuto/
O poder de compra do Bolsa Família;Cartão do Programa Bolsa Família. FOTO ED FERREIRA/ESTADÃO Nos cem dias do Governo Bolsonaro, foi anunciada a inclusão de uma 13ª parcela anual para a Bolsa-Família (PBF) ao invés do reajuste do valor dos benefícios pela inflação passada. De um benefício tido pelos liberais-conservadores como;28;2;2020;https://politica.estadao.com.br/blogs/fausto-macedo/o-poder-de-compra-do-bolsa-familia/
Bolsonaro prioriza luta política no meio da pandemia;Foto: Isac Nóbrega/Presidência Após a eclosão da crise com Sérgio Moro, Jair Bolsonaro tem dedicado boa parte de seu tempo;28;4;2020;https://politica.estadao.com.br/blogs/coluna-do-estadao/bolsonaro-prioriza-luta-politica-no-meio-da-pandemia/
Coronavírus: guia para todos verem;Ouça essa reportagem com Audima no player acima ou acompanhe a tradução em Libras com Hand Talk no botão azul à esquerda. Descrição;1;4;2020;https://brasil.estadao.com.br/blogs/vencer-limites/coronavirus-guia-para-todos-verem/
Expresso: Brasil tem maior aumento de mortes em 37 anos;"A pandemia de covid-19 fez o Brasil registrar em 2020 o maior crescimento anual de mortes desde 1984, revelam as Estatísticas do Registro Civil 2020, do Instituto Brasileiro de Geografia e Estatística (IBGE), divulgadas na manhã desta quinta-feira, 18. Os óbitos cresceram 14,9% sobre os números de 2019. Já os nascimentos tiveram queda de 4,7% no mesmo período. O levantamento do IBGE revelou também que o número de casamentos teve, entre 2019 e 2020, uma queda histórica, de 26,1%. Foi a maior redução desde o início da divulgação dessas estatísticas de registro civil, em 1974.
A União Brasileira dos Estudantes Secundaristas (Ubes), o Instituto Campanha Nacional pelo Direito à Educação e a Educafro ajuizaram uma ação civil pública que pede afastamento imediato de Danilo Dupas da presidência do Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira (Inep). O pedido diz que ações de Dupas, do presidente da República, Jair Bolsonaro, e do ministro da Educação, Milton Ribeiro, colocam a execução do Exame Nacional do Ensino Médio (Enem), nos dias 21 e 28 de novembro, em risco.
E mais: o conselheiro econômico de Sérgio Moro e reaproximação entre Jair Bolsonaro e o PL. Ouça estas e outras notícias desta quinta-feira, 18, no “Eldorado Expresso”.
ESTAMOS DISPONÍVEIS NA DEEZER!
Os podcasts do Estadão são oferecidos para consumo gratuito no serviço de streaming Deezer. Para ouvir, basta fazer o login na plataforma. Uma vez logado, é só colocar no campo de busca o nome do programa (“Estadão Notícias”) que você terá acesso imediato a todo nosso histórico de publicações. Você também pode acessar diretamente clicando neste link.
OUÇA TAMBÉM NO SPOTIFY!
Os podcasts do Estadão também são oferecidos para consumo gratuito na plataforma de streaming Spotify. Para acessá-lo e passar a segui-lo, basta digitar o nome do programa (“Estadão Notícias”) no campo de busca. Ou pode clicar diretamente neste link.";18;11;2021;https://brasil.estadao.com.br/blogs/estadao-podcasts/expresso-brasil-tem-maior-aumento-de-mortes-em-37-anos/
Nova suspensão das aulas presenciais: como lidar com as crianças em casa?;O período de isolamento está longe de ser férias e exige responsabilidade e organização dos pais Com a nova suspensão das aulas presenciais em São Paulo, a partir de 17 de março (até 1 de abril), diante da ameaça da covid-19, as crianças terão de enfrentar mais um período em casa. Nessas semanas, é importante que os pequenos se envolvam em tarefas pedagógicas para ampliar e exercitar boa parte de seu potencial, “gastar a energia” e continuar desenvolvendo as habilidades cognitivas, ou seja, todo o conjunto de informações assimiladas;17;3;2021;https://educacao.estadao.com.br/blogs/colegio-marista/nova-suspensao-das-aulas-presenciais-como-lidar-com-as-criancas-em-casa/
"Tio acusado de estuprar e engravidar menina de 10 anos é preso; entenda o caso";A polícia prendeu na madrugada desta terça-feira, 18, o acusado de estuprar e engravidar uma menina de dez anos. Ele era tio da criança, que teve a gravidez interrompida em um hospital no Recife. A informação foi divulgada pelo governador do Espírito Santo, Renato Casagrande, no Twitter. A nossa polícia efetuou nesta madrugada a prisão do estuprador da menina violentadano no interior do ES. Que sirva de lição para quem insiste em praticar um crime brutal, cruel e inaceitável dessa natureza. Detalhes da operação serão repassada pela equipe segurança ainda hoje. — Renato Casagrande (@Casagrande_ES) August 18, 2020 LEIA TAMBÉM Em 2019, Brasil teve 72 abortos legais de meninas de até 14 anos R. H. de J., de 33 anos, é ex-presidiário e já chegou a cumprir pena por tráfico de drogas, associação criminosa e posse ilegal de arma. O novo mandado de prisão, por estupro de vulnerável, foi expedido pela 3.ª Vara Criminal de São Mateus, do Tribunal de Justiça do Espírito Santo (TJ-ES), na quarta-feira passada, 12. De acordo com a polícia, a prisão aconteceu na madrugada desta terça, na Região Metropolitana de Belo Horizonte. Os policiais civis capixabas estão voltando com o acusado para o Espírito Santo, mas não há previsão de quando ele chegará ao Estado. O Estadão optou por não revelar o nome do suspeito para preservar a identidade da criança, que é da mesma família. A menina foi transferida de São Mateus, no norte do Espírito Santo, para o Recife, capital de Pernambuco, após decisão do juiz Antonio Moreira Fernandes, da Vara da Infância e da Juventude do município onde ela mora. A Justiça capixaba deu o aval para a interrupção da gestação, mas o hospital que havia sido autorizado a fazer o aborto, no entanto, teria se negado a realizar o procedimento. A superintendente da unidade de saúde alegou que o procedimento não foi feito por questões técnicas e negou motivação religiosa. A Secretaria da Justiça (Sejus) confirmou que o suspeito por ter estuprado a criança deu entrada na Penitenciária Estadual de Vila Velha 5, no complexo de Xuri, em Vila Velha, unidade destinada, especificamente, à custódia de autores de crimes sexuais. Desde domingo, a criança está internada no Centro Integrado de Saúde Amaury de Medeiros (Cisam-UPE). Foi no hospital que ela teve a gestação interrompida. O procedimento foi feito no domingo e finalizado na segunda-feira.;18;8;2020;https://brasil.estadao.com.br/noticias/geral,policia-prende-acusado-de-estuprar-e-engravidar-menina-de-10-anos,70003403409
