0;1;2;3;4;5
Da responsabilidade penal do presidente da República no combate à covid-19;marcel lio fot divulg compet presid rep blic exerc;19;1;2021;https://politica.estadao.com.br/blogs/fausto-macedo/da-responsabilidade-penal-do-presidente-da-republica-no-combate-a-covid-19/
“Talvez fiquemos até mais egoístas pós-pandemia”, avalia Fábio Porchat;bio porchat fot pedr dimitrow entrevist;15;6;2020;https://cultura.estadao.com.br/blogs/direto-da-fonte/talvez-fiquemos-ate-mais-egoistas-pos-pandemia-avalia-fabio-porchat/
Brasil e covid-19: uma bomba-relógio;faust sanctil fot divulg covid <number> observ increment demand;3;6;2020;https://politica.estadao.com.br/blogs/fausto-macedo/brasil-e-covid-19-uma-bomba-relogio/
Mulheres no mercado de trabalho: a culpa não é nossa;mel ros fot divulg comec public ced ant complet <number> ano talv ingenu idad feit perceb quant mach exist sociedad tamb pres carr ser mulh aind cil in mer fat poss dissert mim sempr;10;3;2020;https://politica.estadao.com.br/blogs/fausto-macedo/mulheres-no-mercado-de-trabalho-a-culpa-nao-e-nossa/
Infectologista engana ao comparar imunidade gerada por sarampo, febre amarela e hepatite B com a gerada por covid-19;chec produz jornal coaliz comprov lei sobr parc aqu cont verific;22;10;2021;https://politica.estadao.com.br/blogs/estadao-verifica/vacina-covid-19-sarampo-febre-amarela-hepatite/
Dicas e cuidados para que você não tenha seu WhatsApp clonado;laur tyrell fot divulg tecnolog traz divers facil comod precis fic atent risc golp sid comum clon aplic mens whatsapp consegu mer telefon tim dif cil geral mesm;10;9;2021;https://politica.estadao.com.br/blogs/fausto-macedo/dicas-e-cuidados-para-que-voce-nao-tenha-seu-whatsapp-clonado/
O empreendedor e a raposa-do-ártico;albert hamou fot divulg rap mam fer viv norm local clim temper exist rap;10;5;2020;https://politica.estadao.com.br/blogs/fausto-macedo/o-empreendedor-e-a-raposa-do-artico/
Aniversário na quarentena com festa virtual para as crianças;nathal molin espec est dua cois voc cert encontr vai fest crian brasil doc barulh garant;2;4;2020;https://cultura.estadao.com.br/blogs/divirta-se/aniversario-na-quarentena-com-festa-virtual-para-as-criancas/
Governo de SP arrecada R$ 60 milhões para fábrica do Butantan que produzirá vacina contra covid-19;dim cov fot institut;27;7;2020;https://cultura.estadao.com.br/blogs/direto-da-fonte/governo-de-sp-arrecada-r-60-milhoes-para-fabrica-do-butantan-que-produzira-vacina-contra-covid-19/
O mundo se negligenciou com a covid-19;carmin antoni souz fot divulg mund dev prepar enfrent nov epidem sazon log vir outr algum prova desconhec result op ser human modern fez adot bit costum;2;3;2021;https://politica.estadao.com.br/blogs/fausto-macedo/o-mundo-se-negligenciou-com-a-covid-19/
Pandemia da covid-19 trouxe alerta a obesos;maurici hirat ike lev maurici hirat est experiment tal nov;31;5;2020;https://cultura.estadao.com.br/blogs/direto-da-fonte/pandemia-da-covid-19-trouxe-alerta-a-obesos/
Veja quais foram os vereadores eleitos e os mais votados no Rio;saib carioc urn nest doming <number> vot represent munic pio pr xim quatr ano;16;11;2020;https://politica.estadao.com.br/noticias/eleicoes,veja-quais-vereadores-eleitos-rio-de-janeiro-rj,70003516726
Efeitos e desafios para startups com a covid-19;daniel ibr fot divulg cris socioecon mic caus covid <number> and criat neg cio surg necess startup tamb prepar revis planej atend expect impost merc fim mant estabil at garant algum cresc tod sab startup;18;4;2020;https://politica.estadao.com.br/blogs/fausto-macedo/efeitos-e-desafios-para-startups-com-a-covid-19/
Como a Coreia do Sul está controlando o coronavírus ;saib seul import voc vej mer pa destac rest atual pandem;24;3;2020;https://internacional.estadao.com.br/noticias/geral,como-a-coreia-do-sul-esta-controlando-o-coronavirus,70003245814
O time era ruim, mas gritaria de torcedor não resolve;jog futebol sab part torc situ est boa reclam;24;3;2020;https://politica.estadao.com.br/blogs/legis-ativo/o-time-era-ruim-mas-gritaria-de-torcedor-nao-resolve/
Terceiro Setor: como enfrentar o pós-crise?;raquel grazziol fot divulg final <number> escrev retrospec ano terc set destaqu dificuldad impost organiz es sociedad civil osc pandem covid <number> aument;9;12;2021;https://politica.estadao.com.br/blogs/fausto-macedo/terceiro-setor-como-enfrentar-o-pos-crise/
Alternativas para a empresa lidar com os colaboradores neste momento;karen vier vaness affons fot divulg entend;23;3;2020;https://politica.estadao.com.br/blogs/fausto-macedo/alternativas-para-a-empresa-lidar-com-os-colaboradores-neste-momento/
O Brasil e o protagonismo na vacinação da América do Sul;bio leit gast fot divulg papel pesso vacin quest es cr tic pandem aind complet entend popul ap ser imuniz indiv duo dificil vai desenvolv form grav covid <number>;9;10;2021;https://politica.estadao.com.br/blogs/fausto-macedo/o-brasil-e-o-protagonismo-na-vacinacao-da-america-do-sul/
“Muitas empresas estão deixando a China”, afirma Todd Chapman, embaixador dos EUA no Brasil;todd chapman fot arqu pessoal todd chapman seg linh cham nov norm assol mund indag embaix americ brasil usa subterf gio diz chin desleal pouc transpar cois muit desconf diplomac internac explicit caus diss atest muit empr mund est deix chin contr ria muit invest quer entr brasil eua declar particip financ cri <number>g brasil cas govern bolsonar opt trabalh huaw huaw mangu muit fur vaz inform es chin tecnolog excel pa se autorit rio tecnolog sempr us reprim libert princ pio liberdad precis ser defend explic trump al vai vem rel pot nci ocident levant suspeit coronav ru sid fabric chin desconfian divid rio outr pa se alg est send analis qu porqu chines est send transpar tem centr rio problem sa blic;22;6;2020;https://cultura.estadao.com.br/blogs/direto-da-fonte/muitas-empresas-estao-deixando-a-china-afirma-todd-chapman-embaixador-dos-eua-no-brasil/
Em Cingapura, não vacinados contra covid vão pagar gastos de saúde;saib cingap deix pag desp dic paci covid <number> neg vacin anunci nest ter feir <number>;9;11;2021;https://internacional.estadao.com.br/noticias/geral,em-cingapura-nao-vacinados-vao-pagar-gastos-de-saude,70003893673
Tem alguém diferente entrando aqui em casa;elis le fot divulg respeit individual tod;6;5;2020;https://politica.estadao.com.br/blogs/fausto-macedo/tem-alguem-diferente-entrando-aqui-em-casa/
Início de ano letivo: desafio para alunos e professores;autor samant perdig vou conhec nov profes escol nov ser alun nest ano melhor form acolh lo sint segur confi mim profes quer mostr pesso hist ria tamb;17;3;2020;https://educacao.estadao.com.br/blogs/blog-dos-colegios-santa-maria/inicio-de-ano-letivo-desafio-para-alunos-e-professores/
Casas e apartamentos amplos são mais buscados no isolamento social;espec est complet tr mes quarenten decret;28;6;2020;https://economia.estadao.com.br/blogs/radar-imobiliario/casas-e-apartamentos-amplos-sao-mais-buscados-no-isolamento-social/
Dia da Mulher: a São Paulo que é só delas;escolh bar mulh bartend aument mer autor est;6;3;2020;https://cultura.estadao.com.br/blogs/divirta-se/dia-da-mulher-a-sao-paulo-que-e-so-delas/
A Educação de castigo;jo ibaix jr fot divulg tem educ cham;7;8;2020;https://politica.estadao.com.br/blogs/fausto-macedo/a-educacao-de-castigo/
Uma semana para não esquecer;encerr hoj dia teil seman mund vai esquec cheg nic covid <number> mai pa se europ ocident princip est unid represent choqu alt ssim volt merc mund int dissemin nov ru mund inevit vel form cad pa lid cris sa blic bast var vel chin ond tud com ser peg surpr algum negacion autoridad;13;3;2020;https://economia.estadao.com.br/blogs/fernando-dantas/uma-semana-para-nao-esquecer/
Doações de vacinas contra covid-19 ainda não decolaram;saib temp algum pens pa se pobr pod escap;18;5;2021;https://internacional.estadao.com.br/noticias/geral,doacoes-de-vacinas-contra-covid-19-ainda-nao-decolaram,70003718164
Vídeo de aglomeração em Genebra é real, mas não prova que pandemia é farsa;chec produz coaliz comprov lei aqu engan deo public <number> junh canal mizuc youtub traz imag sobr situ genebr su apont pandem coronav ru fars ant exib gr narr espanhol mostr pesso interag cidad su sc lev cont distanc soc respom vel canal afirm;11;6;2020;https://politica.estadao.com.br/blogs/estadao-verifica/video-de-aglomeracao-em-genebra-e-real-mas-nao-prova-que-pandemia-e-farsa/
Dólar para cima, juro para baixo;lar sub jur recu rel moment mai nic fic clar covid <number> cheg tud pa se ocident brasil merc futur jur di curt est despenc interpret boa part merc banc centr vai cort intens tax selic pr xim reun es praz long;23;4;2020;https://economia.estadao.com.br/blogs/fernando-dantas/dolar-para-cima-juro-para-baixo/
Facebook, Google, Apple e Amazon na berlinda;voc ach facebook googl appl at amazon manipul voc acostum tant us produt dess companh;3;8;2020;https://brasil.estadao.com.br/blogs/macaco-eletrico/facebook-google-apple-e-amazon-na-berlinda/
"AO VIVO: como operava o esquema bilionário das farmacêuticas; assista";lei tamb promot sp mir;1;10;2020;https://politica.estadao.com.br/blogs/fausto-macedo/ao-vivo-como-operava-o-esquema-bilionario-das-farmaceuticas-assista/
Separados, mas perto do mundo dos refugiados;autor ver dittert jardim moren est send ano difer at pic temp dif ceil reinvent di;27;7;2020;https://educacao.estadao.com.br/blogs/blog-dos-colegios-santa-maria/separados-mas-perto-do-mundo-dos-refugiados/
“Quanto mais batem, mais eu cresço”, afirma Pabllo Vittar;pabl vitt ernn cost desd <number> lan prim clip sucess pabll vitt pass tant temp cas;10;8;2020;https://cultura.estadao.com.br/blogs/direto-da-fonte/quanto-mais-batem-mais-eu-cresco-afirma-pabllo-vittar/
Aceleradora de fintechs Rede Celer firma parceria com Banco Maré;red cel aceler fintech pag acab fech parc banc mar expand ofert trans es cart es cr dit criptomoed banc mar volt blic cont banc oferec plataform oper es financ simpl volt;1;1;2020;https://economia.estadao.com.br/blogs/coluna-do-broad/aceleradora-de-fintechs-rede-celer-firma-parceria-com-banco-mare/
Witzel é diagnosticado com novo coronavírus;saib rio govern rio wilson witzel diagnostic nov coronav ru an nci feit tard dest ter feir <number> red soc desd sext feir venh sent bem ped feit test covid hoj vei result posi diss lei tamb held barbalh govern par est coronav ru witzel sent febr dor gargant perd olfat comunic afirm continu trabalh pal cio guanab sed resid nci ofic govern mant;14;4;2020;https://politica.estadao.com.br/noticias/geral,witzel-testa-positivo-para-o-coronavirus,70003270784
Rita Lee entrevista Roberto de Carvalho e Roberto de Carvalho entrevista Rita Lee;rit far <number> ano pr xim dia <number> dezembr robert fez <number> <number> novembr junt torn nic;28;12;2020;https://cultura.estadao.com.br/noticias/musica,rita-lee-entrevista-roberto-de-carvalho-e-vice-versa,70003557272
Cinco dicas para potencializar uma Black Friday mais virtual do que nunca;alejandr zquez fot divulg;25;11;2020;https://politica.estadao.com.br/blogs/fausto-macedo/cinco-dicas-para-potencializar-uma-black-friday-mais-virtual-do-que-nunca/
Novo conceito de família e o caso Rose Miriam;ros mir gugu <number> fot divulg <number> dicion rio ngu portugu ness poc aind escrit conceitu fam lia conjunt tod pesso;9;2;2020;https://politica.estadao.com.br/blogs/fausto-macedo/novo-conceito-de-familia-e-o-caso-rose-miriam/
Rescisão de contrato em tempos de isolamento social;ric ver ssim martim fot divulg covid <number> cheg brasil traz impact sistem sa blic priv revolucion estil vid milh es brasil;15;5;2020;https://politica.estadao.com.br/blogs/fausto-macedo/rescisao-de-contrato-em-tempos-de-isolamento-social/
Alerta: machismo mata mais mulheres do que coronavírus;emanuel carvalh fot marcel ros fam lia ru caus infec respirat ria est deix mund est nic sab coronav ru conhec desd <number> comum caus infec es lev moder mesm sintom resfri algum pod caus;9;2;2020;https://politica.estadao.com.br/blogs/fausto-macedo/alerta-machismo-mata-mais-mulheres-do-que-coronavirus/
Prefeitura de Belo Horizonte vai obrigar uso de máscaras para proteção contra o coronavírus;saib bel horizont prefeit bel horizont vai obrig mor us sc prot contr nov coronav ru determin regulament const decret ser public pr xim sext feir <number> prefeit;14;4;2020;https://saude.estadao.com.br/noticias/geral,prefeitura-de-belo-horizonte-vai-obrigar-uso-de-mascaras-para-protecao-contra-o-coronavirus,70003271008
"Aliança ‘BolsoSkaf’ tem Doria como alvo; tucanos prometem contra-ataque";bolsonar skaf paul fot miguel schincariol afp despeit;4;2;2020;https://politica.estadao.com.br/blogs/coluna-do-estadao/alianca-bolsoskaf-tem-doria-como-alvo-tucanos-prometem-contra-ataque/
Coronavírus: uma epidemia na era da visão sistêmica;text liv zill ph invil vel olh nov coronav ru <number> ncov inform conhec coronav ru wuhan infect <number> mil pesso chin ond caus <number> mort mort filipin mund outr <number> pa se confirm cas doen elev <number> cas chin brasil decret est emerg nci sa blic nacion segu;4;2;2020;https://economia.estadao.com.br/blogs/lentes-de-decisao/coronavirus-uma-epidemia-na-era-da-visao-sistemica/
Comércio eletrônico brasileiro tem R$ 3,6 mil em tentativas de fraudes por minuto;rci eletr nic brasil registr minut money <number> <number> mil tent fraud preju zo ano pass caus fraud money <number> <number> bilh aument <number> rel anual segund dad;13;2;2020;https://economia.estadao.com.br/blogs/coluna-do-broad/comercio-eletronico-brasileiro-tem-r-36-mil-em-tentativas-de-fraudes-por-minuto/
O poder de compra do Bolsa Família;cart program bols fam lia fot ed ferr estad cem dia govern bolsonar anunci inclu <number> parcel anual bols fam lia pbf inv reajust val benef cio infl pass benef cio tid liberal conserv;28;2;2020;https://politica.estadao.com.br/blogs/fausto-macedo/o-poder-de-compra-do-bolsa-familia/
Bolsonaro prioriza luta política no meio da pandemia;fot isac breg presid nci ap ecl cris rgi mor jair bolsonar dedic boa part temp;28;4;2020;https://politica.estadao.com.br/blogs/coluna-do-estadao/bolsonaro-prioriza-luta-politica-no-meio-da-pandemia/
Coronavírus: guia para todos verem;report aud play acim acompanh tradu libr hand talk bot azul esquerd descr;1;4;2020;https://brasil.estadao.com.br/blogs/vencer-limites/coronavirus-guia-para-todos-verem/
Expresso: Brasil tem maior aumento de mortes em 37 anos;pandem covid <number> fez brasil registr <number> mai cresc anual mort desd <number> revel estat stic registr civil <number> institut brasil geograf estat stic ibg divulg manh dest quint feir <number> bit cresc <number> <number> sobr mer <number> nasc qued <number> <number> per odo levant ibg revel tamb mer cas <number> <number> qued hist ric <number> <number> mai redu desd in cio divulg dess estat stic registr civil <number> uni brasil estud secundar ube institut campanh nacion direit educ educafr ajuiz civil blic ped afast imediat danil dup presid nci institut nacion estud pesquis educac an sio teix inep ped diz es dup presid rep blic jair bolsonar ministr educ milton rib coloc execu exam nacion ensin dio en dia <number> <number> novembr risc conselh econ mic rgi mor reaprox jair bolsonar pl outr not cia dest quint feir <number> eldor express dispon veil deez podcast estad oferec consum gratuit serv streaming deez ouv bast faz login plataform vez log coloc camp busc nom program estad not cia voc ter acess imediat tod hist ric publ es voc tamb pod acess diret clic nest link tamb spotify podcast estad tamb oferec consum gratuit plataform streaming spotify aces lo pass segu lo bast digit nom program estad not cia camp busc pod clic diret nest link;18;11;2021;https://brasil.estadao.com.br/blogs/estadao-podcasts/expresso-brasil-tem-maior-aumento-de-mortes-em-37-anos/
Nova suspensão das aulas presenciais: como lidar com as crianças em casa?;per odo isol est long ser ria exig respons organiz pal nov susp aul presenc paul part <number> mar at <number> abril di ame covid <number> crian ter enfrent per odo cas ness seman import pequen envolv taref pedag gic ampli exerc boa part potenc gast energ continu desenvolv habil cogni tod conjunt inform es assimil;17;3;2021;https://educacao.estadao.com.br/blogs/colegio-marista/nova-suspensao-das-aulas-presenciais-como-lidar-com-as-criancas-em-casa/
"Tio acusado de estuprar e engravidar menina de 10 anos é preso; entenda o caso";pol cia prend madrug dest ter feir <number> acus estupr engravid menin dez ano tio crian gravid interromp hospit recif inform divulg govern esp rit sant renat casagrand twitt pol cia efetu nest madrug pril estupr menin violentad interi es sirv li insist pratic crim brut cruel inaceit vel dess natur detalh oper ser repass equip seguran aind hoj renat casagrand email august <number> <number> lei tamb <number> brasil <number> abort legal menin at <number> ano <number> ano ex presid rio cheg cumpr pen tr fic drog assoc crimin poss ileg arm nov mand pril estupr vuln vel exped <number> var crim mat tribun just esp rit sant tj es quart feir pass <number> acord pol cia pril acontec madrug dest ter reg metropolit bel horizont polic civil capixab est volt acus esp rit sant previl cheg est estad opt revel nom suspeit preserv ident crian mesm fam lia menin transfer mat nort esp rit sant recif capit pernambuc ap decil juiz antoni mor fernand var inf nci juventud munic pio ond mor just capixab deu aval interrup gest hospit hav sid autor faz abort entant neg realiz proced superintend unidad sa aleg proced feit quest es cnic neg motiv religi secret just seju confirm suspeit ter estupr crian deu entr penitenc ria estad vil velh <number> complex xur vil velh unidad destin especific cust dia autor crim sex desd doming crian est intern centr integr sa amaury med cis upe hospit gest interromp proced feit doming final segund feir;18;8;2020;https://brasil.estadao.com.br/noticias/geral,policia-prende-acusado-de-estuprar-e-engravidar-menina-de-10-anos,70003403409
Agronegócio oferece estrutura para ajudar a produzir vacinas contra covid-19;fot vict jon afp sindicat nacion ind str produt sa animal sindan oferec autoridad brasil mei sen produz larg escal imuniz contr covid <number> ide ser debat sen pr xim seman acord ofert plant laborat rio us produ vacin sa animal pod ser empreg produ vacin desenvolv pa princip coronavac signific salt capac produ centen milh es dos som brasil det avan ada tecnolog produ vacin animal espec contr febr aft cerc <number> bric propost utiliz part dess capac combat covid <number> preju zo produ imuniz destin rebanh esf atual pa apen dua bric vacin human butantan fiocruz ide bem receb sen abert ind str sa animal possibil debat autoridad respom veil minist rio agricult anvis viabil produ vacin human contr covid <number> proporcion produ local volum express vacin popul brasil diz document sindan assin;25;3;2021;https://politica.estadao.com.br/blogs/coluna-do-estadao/agronegocio-oferece-estrutura-para-ajudar-a-produzir-vacinas-contra-covid-19/
Relatora quer apurar ataques de Bolsonaro;presid jair bolsonar fot erald per ap cl pol tic institu es com am reag ataqu jair bolsonar urn eletr nic seguran seriedad ele es pa desfer liv quint feir pass <number> long fim seman pod entr mir cpm fak new rela comis deput feder dic mat psb ba pretend apresent requer investig acus es ora prov presid ele es <number> reel dilm rousseff <number> venc pr pri fraud lei tamb ram trabalh afast pl bolsonar escop deput aval recent decl es;2;8;2021;https://politica.estadao.com.br/blogs/coluna-do-estadao/relatora-quer-apurar-ataques-de-bolsonaro/
Setembro Amarelo: educador alerta sobre ataques virtuais e comentários negativos nas redes sociais;dur tod per odo envolv setembr amarel assim tod mes ano import est atent sinal sent motiv es poss lev pesso cogit cheg extr tir pr pri vid preven fundament garant ajud aten adequ acord centr valoriz vid cvv prim med preven educ precis perd med fal sobr assunt caminh quebr tabu compartilh inform es esclarec;21;9;2021;https://educacao.estadao.com.br/blogs/blog-dos-colegios-rio-branco/setembro-amarelo-educador-alerta-sobre-riscos-dos-ataques-virtuais-e-comentarios-negativos-nas-redes-sociais/
STF manda investigar Bolsonaro;presid tse barr suger rela inqu rit fim mund stf mora aceit bolsonar pass ser investig pf ment contr urn eletr nic fot sco stef ministr alexandr mora stf atend sugest tse mand investig bolsonar aleg fraud urn eletr nic cas ser autu part distribu preven inqu rit fak new not cia crim;5;8;2021;https://politica.estadao.com.br/blogs/neumanne/stf-manda-investigar-bolsonaro/
Vacinas contra covid-19 aumentam sensação de segurança no Brasil, aponta pesquisa;saib rio maior brasil <number> sent segur segur avan vacin contr covid <number> pa revel pesquis feit ipec dua mil pesso ped sociedad brasil imuniz es sbim pfiz sens es despert imuniz posi esperan <number> otim <number> al vio <number> cit apes diss <number> diz ter med nov ond doen lei tamb brasil registr <number> mort coronav ru ltim <number> hor dia vel <number> pesquis feit onlin entrevist pesso <number> ano tod reg es pa cl soc dia <number> <number> outubr maior entend import nci vacin diz incentiv parent amig coleg trabalh vacin expect;12;11;2021;https://saude.estadao.com.br/noticias/geral,vacinas-contra-covid-19-aumentam-sensacao-de-seguranca-no-brasil,70003896329
Postagem exagera tamanho da dívida de Venezuela e Cuba com o Brasil;fals venezuel cub brasil vid money <number> bilh es nunc pag afirm post viral facebook text volt circul recent ating <number> <number> mil compartilh <number> hor diz ex presid lul culp calot sug trat financ export serv engenh realiz banc nacion desenvolv soc bnd dad ofic banc mostr aleg est exager <number> pa se oper es bnd tr deix pag val at moment cub deix venc parcel val us money <number> milh es venezuel us money <number> milh es quit vid total doi pa se aind dev pag us money <number> milh es us money <number> milh es respectiv portant bit;28;10;2021;https://politica.estadao.com.br/blogs/estadao-verifica/exagera-divida-venezuela-cuba/
Médica engana ao dizer que vacinas contra covid são experimentais;chec produz jornal coaliz comprov lei sobr parc aqu cont verific dic afirm liv maior cas grav covid ocorr pesso vacin brasil inglaterr israel decl hav <number> notif es bit coronavac cham produt experiment sustent butantan utiliz vacin hepatit meningit placeb fim sug hav aument cas dem nci alzheim cont utiliz alum nio engan afirm es sobr vacin feit dic dur liv transmit youtub trech viraliz tiktok mar emil gadelh serr tir dad infec es vacin context cit inform es efeit advers vacin sid confirm cnic afirm compon vacin caus dem nci possu embas cient fic segund autoridad assunt lei tamb vej tod chec sobr coronav ru public estad verif imuniz est send aplic popul experiment contr rio diz dic tod subst nci utiliz brasil autor ag nci nacion vigil nci sanit ria anvis ap ter efic cia seguran comprov ser aplic milh volunt rio dur test sustent maior cas grav atual doen brasil ocorr pesso vacin verd segund estud realiz pesquis univers paul usp univers estad paul unesp al diss comp real brasil dad inglaterr israel entant;24;8;2021;https://politica.estadao.com.br/blogs/estadao-verifica/medica-engana-vacinas-experimentais/
Covid-19 e os mais vulneráveis: estamos todos no mesmo barco?;paral polil paul fot tiag queiroz estad nest temp pandem revel cert aspect tod pesso encontr barc locu mod cad dist impact es demal tod est suscet veil risc sa condut indiv duo respeit norm sanit ria pod interfer negativ semelh alhei daquel tud tod est conect cad real part tod indivil vel revel apt deflagr contund sequ nci caus alert fritjof capr livr tei vid apes diss ru afet tod tripul embarc id ntic mod pesso inser grup risc doen expost determin fat espec torn propens cont gio compl es sa autoridad dic advert idos port doen cr nic form grup risc covid <number> apresent mai chanc agrav sa cas cont gio enxerg al comorb cl nic vist circunst nci soc nega tamb ampli probabil compl es di covid <number> precis poi reconhec la encontr margin marg benef cio produz sociedad corr risc redobr mort au nci sane sic morad apropri aliment adequ it element higien gua sabonet energ el tric etc deix absolut desampar express parcel popul empobrec fac nov coronav ru bloque acess cond es nim neces rio isol soc cont trabalh falt op aglom transport blic escandal desigualdad soc brasil contribu decisiv increment mer mort bairr perif ric men ndic desenvolv human proporc ostent mai ndic letal cidad paul exempl mortal covid <number> tal reg es at dez vez mai demal igual cor pel fat risc doen desenlac fatal fun;17;5;2020;https://politica.estadao.com.br/blogs/fausto-macedo/covid-19-e-os-mais-vulneraveis-estamos-todos-no-mesmo-barco/
Suspensão de compra de seringas ameaça vacinação de outras doenças;bra lia dem govern feder compr sering agulh ame apen calend rio vacin contr covid <number> pa ap fracass prim preg aquis dest produt minist rio sa;7;1;2021;https://saude.estadao.com.br/noticias/geral,suspensao-de-compra-de-seringas-ameaca-vacinacao-de-outras-doencas,70003573060
